X1,X2,X3,X4,X5,Y
150,115.7143,38.3333,45,0,86.9714
150,115.7143,38.3333,67.5,1.14E-06,83.8856
150,115.7143,38.3333,68.6329,22.5,93.1415
150,115.7143,38.3333,47.2658,22.5,90.5561
150,115.7143,38.3333,90,45,83.96
150,115.7143,38.3333,72.3678,45,88.2848
150,115.7143,38.3333,54.7356,45,84.7869
150,115.7143,56.6667,90,0,99.4061
150,115.7143,56.6667,67.5,0,98.171
150,115.7143,56.6667,45,0,103.9555
150,115.7143,56.6667,67.5,5.03E-06,99.5158
150,115.7143,56.6667,68.6329,22.5,115.9507
150,115.7143,56.6667,47.2658,22.5,110.8521
150,115.7143,56.6667,45,6.80E-06,99.6361
150,115.7143,56.6667,72.3678,45,107.6257
150,115.7143,56.6667,54.7356,45,100.7479
150,115.7143,75,90,0,111.5784
150,115.7143,75,67.5,0,109.8145
150,115.7143,75,45,0,117.0587
150,115.7143,75,67.5,5.09E-06,111.7213
150,115.7143,75,68.6329,22.5,134.329
150,115.7143,75,47.2658,22.5,126.929
150,115.7143,75,90,45,111.8786
150,115.7143,75,72.3678,45,123.2876
150,115.7143,75,54.7356,45,113.1758
150,115.7143,93.3333,90,0,121.597
150,115.7143,93.3333,67.5,0,119.3236
150,115.7143,93.3333,45,0,127.7885
150,115.7143,93.3333,67.5,2.36E-06,121.7724
150,115.7143,93.3333,68.6329,22.5,149.6827
150,115.7143,93.3333,47.2658,22.5,140.2655
150,115.7143,93.3333,90,45,121.9663
150,115.7143,93.3333,72.3678,45,136.5434
150,115.7143,93.3333,54.7356,45,123.4141
150,115.7143,111.6667,90,0,130.1292
150,115.7143,111.6667,67.5,0,127.3511
150,115.7143,111.6667,45,0,136.9039
150,115.7143,111.6667,67.5,2.47E-06,130.3357
150,115.7143,111.6667,68.6329,22.5,162.8318
150,115.7143,111.6667,90,45,130.5652
150,115.7143,111.6667,72.3678,45,148.0849
150,115.7143,111.6667,54.7356,45,132.1555
150,132.8571,38.3333,90,0,67.9701
150,132.8571,38.3333,67.5,0,66.794
150,132.8571,38.3333,45,0,70.6193
150,132.8571,38.3333,68.6329,22.5,82.7333
150,132.8571,38.3333,47.2658,22.5,77.5608
150,132.8571,38.3333,90,45,68.1746
150,132.8571,38.3333,72.3678,45,74.8785
150,132.8571,38.3333,54.7356,45,68.5368
150,132.8571,56.6667,90,0,81.8639
150,132.8571,56.6667,67.5,0,79.9933
150,132.8571,56.6667,45,0,84.8646
150,132.8571,56.6667,68.6329,22.5,103.9055
150,132.8571,56.6667,47.2658,22.5,95.6055
150,132.8571,56.6667,90,45,82.1705
150,132.8571,56.6667,72.3678,45,92.637
150,132.8571,56.6667,54.7356,45,82.3984
175,47.1429,38.3333,90,0,116.0169
175,47.1429,38.3333,67.5,0,116.718
175,47.1429,38.3333,45,0,111.4118
175,47.1429,38.3333,67.5,3.05E-06,115.8675
175,47.1429,38.3333,68.6329,22.5,109.0529
175,47.1429,38.3333,47.2658,22.5,110.3813
175,47.1429,38.3333,45,1.15E-06,115.7201
175,47.1429,38.3333,72.3678,45,112.363
175,47.1429,38.3333,54.7356,45,113.7919
175,64.2857,38.3333,90,0,114.4957
175,64.2857,38.3333,67.5,0,114.9631
175,64.2857,38.3333,45,0,111.3434
175,64.2857,38.3333,67.5,1.86E-06,114.4077
175,64.2857,38.3333,68.6329,22.5,109.4945
175,64.2857,38.3333,47.2658,22.5,110.4547
175,64.2857,38.3333,90,45,114.3188
175,64.2857,38.3333,72.3678,45,111.9177
175,64.2857,38.3333,54.7356,45,113.0595
175,64.2857,56.6667,90,0,132.9122
175,64.2857,56.6667,67.5,0,132.8748
175,64.2857,56.6667,45,0,133.1173
175,64.2857,56.6667,67.5,2.61E-06,132.9174
175,64.2857,56.6667,68.6329,22.5,133.2922
175,64.2857,56.6667,47.2658,22.5,133.2056
175,64.2857,56.6667,45,5.21E-06,132.9218
175,64.2857,56.6667,72.3678,45,133.117
175,64.2857,56.6667,54.7356,45,133.0062
175,81.4286,38.3333,90,0,111.5373
175,81.4286,38.3333,67.5,0,111.7714
175,81.4286,38.3333,45,0,109.9508
175,81.4286,38.3333,67.5,2.76E-06,111.4987
175,81.4286,38.3333,68.6329,22.5,108.8461
175,81.4286,38.3333,47.2658,22.5,109.3776
175,81.4286,38.3333,45,7.54E-06,111.4595
175,81.4286,38.3333,72.3678,45,110.1743
175,81.4286,38.3333,54.7356,45,110.8586
175,81.4286,56.6667,90,0,130.0322
175,81.4286,56.6667,67.5,0,129.7541
175,81.4286,56.6667,45,0,131.5857
175,81.4286,56.6667,67.5,4.21E-06,130.0677
175,81.4286,56.6667,68.6329,22.5,133.1379
175,81.4286,56.6667,47.2658,22.5,132.4098
175,81.4286,56.6667,90,45,130.1042
175,81.4286,56.6667,72.3678,45,131.6708
175,81.4286,56.6667,54.7356,45,130.6943
175,81.4286,75,90,0,144.1386
175,81.4286,75,67.5,0,143.3495
175,81.4286,75,45,0,147.9831
175,81.4286,75,67.5,3.72E-06,144.221
175,81.4286,75,68.6329,22.5,152.694
175,81.4286,75,47.2658,22.5,150.4962
175,81.4286,75,45,3.32E-06,144.307
175,81.4286,75,72.3678,45,148.8253
175,81.4286,75,54.7356,45,145.791
175,98.5714,38.3333,90,0,106.9874
175,98.5714,38.3333,67.5,0,106.9831
175,98.5714,38.3333,45,0,107.0088
175,98.5714,38.3333,67.5,4.85E-06,106.9877
175,98.5714,38.3333,68.6329,22.5,107.028
175,98.5714,38.3333,47.2658,22.5,107.0202
175,98.5714,38.3333,90,45,106.9879
175,98.5714,38.3333,72.3678,45,107.008
175,98.5714,38.3333,54.7356,45,106.9961
175,98.5714,56.6667,90,0,125.3306
175,98.5714,56.6667,67.5,0,124.8097
175,98.5714,56.6667,45,0,128.1778
175,98.5714,56.6667,67.5,3.70E-06,125.3913
175,98.5714,56.6667,68.6329,22.5,131.6296
175,98.5714,56.6667,47.2658,22.5,130.0871
175,98.5714,56.6667,45,4.02E-06,125.4536
175,98.5714,56.6667,72.3678,45,128.5774
175,98.5714,56.6667,54.7356,45,126.4463
175,98.5714,75,90,0,139.394
175,98.5714,75,67.5,0,138.3743
175,98.5714,75,45,0,144.2606
175,98.5714,75,67.5,9.81E-07,139.4935
175,98.5714,75,68.6329,22.5,151.4715
175,98.5714,75,47.2658,22.5,148.2492
175,98.5714,75,45,5.23E-06,139.5985
175,98.5714,75,72.3678,45,145.8374
175,98.5714,75,54.7356,45,141.3028
175,98.5714,93.3333,90,0,150.8121
175,98.5714,93.3333,67.5,0,149.3005
175,98.5714,93.3333,45,0,157.2149
175,98.5714,93.3333,67.5,5.87E-06,150.937
175,98.5714,93.3333,68.6329,22.5,168.0785
175,98.5714,93.3333,47.2658,22.5,163.2164
175,98.5714,93.3333,45,2.54E-06,151.071
175,98.5714,93.3333,72.3678,45,160.3216
175,98.5714,93.3333,54.7356,45,153.3531
175,115.7143,38.3333,90,0,100.5027
175,115.7143,38.3333,67.5,0,100.2516
175,115.7143,38.3333,45,0,102.0701
175,115.7143,38.3333,67.5,4.78E-06,100.5346
175,115.7143,38.3333,68.6329,22.5,103.8273
175,115.7143,38.3333,47.2658,22.5,103.0713
175,115.7143,38.3333,90,45,100.5683
175,115.7143,38.3333,72.3678,45,102.1225
175,115.7143,38.3333,54.7356,45,101.0721
175,115.7143,56.6667,90,0,118.4054
175,115.7143,56.6667,67.5,0,117.632
175,115.7143,56.6667,45,0,122.3445
175,115.7143,56.6667,67.5,2.32E-06,118.4868
175,115.7143,56.6667,68.6329,22.5,128.4863
175,115.7143,56.6667,47.2658,22.5,125.8381
175,115.7143,56.6667,45,1.30E-06,118.5728
175,115.7143,56.6667,72.3678,45,123.4783
175,115.7143,56.6667,54.7356,45,119.7969
175,115.7143,75,90,0,132.2356
175,115.7143,75,67.5,0,130.9624
175,115.7143,75,45,0,137.8176
175,115.7143,75,67.5,3.92E-06,132.3509
175,115.7143,75,68.6329,22.5,148.4179
175,115.7143,75,47.2658,22.5,143.828
175,115.7143,75,90,45,132.4756
175,115.7143,75,72.3678,45,140.6426
175,115.7143,75,54.7356,45,134.1936
175,115.7143,93.3333,90,0,143.5245
175,115.7143,93.3333,67.5,0,141.7651
175,115.7143,93.3333,45,0,150.3495
175,115.7143,93.3333,67.5,4.07E-06,143.6653
175,115.7143,93.3333,68.6329,22.5,165.1139
175,115.7143,93.3333,47.2658,22.5,158.6939
175,115.7143,93.3333,45,1.19E-06,143.8188
175,115.7143,93.3333,72.3678,45,155.0836
175,115.7143,93.3333,54.7356,45,145.9311
175,115.7143,111.6667,90,0,153.0702
175,115.7143,111.6667,67.5,0,150.8299
175,115.7143,111.6667,45,0,160.8809
175,115.7143,111.6667,67.5,5.22E-06,153.2314
175,115.7143,111.6667,68.6329,22.5,179.4387
175,115.7143,111.6667,47.2658,22.5,171.3497
175,115.7143,111.6667,90,45,153.411
175,115.7143,111.6667,72.3678,45,167.5975
175,115.7143,111.6667,54.7356,45,155.8633
175,132.8571,38.3333,90,0,91.3855
175,132.8571,38.3333,67.5,0,90.8582
175,132.8571,38.3333,45,0,94.1989
175,132.8571,38.3333,67.5,4.47E-06,91.4443
175,132.8571,38.3333,68.6329,22.5,98.7357
175,132.8571,38.3333,47.2658,22.5,96.8398
175,132.8571,38.3333,45,6.80E-06,91.5064
175,132.8571,38.3333,72.3678,45,94.884
175,132.8571,38.3333,54.7356,45,92.2875
175,132.8571,56.6667,90,0,108.4464
175,132.8571,56.6667,67.5,0,107.3713
175,132.8571,56.6667,45,0,112.9753
175,132.8571,56.6667,67.5,9.10E-07,108.5488
175,132.8571,56.6667,68.6329,22.5,123.0487
175,132.8571,56.6667,47.2658,22.5,118.7903
175,132.8571,56.6667,90,45,108.6613
175,132.8571,56.6667,72.3678,45,115.616
175,132.8571,56.6667,54.7356,45,109.8335
175,132.8571,75,90,0,121.7792
175,132.8571,75,67.5,0,120.1845
175,132.8571,75,45,0,127.4465
175,132.8571,75,67.5,3.62E-06,121.9159
175,132.8571,75,68.6329,22.5,142.7499
175,132.8571,75,47.2658,22.5,136.2247
175,132.8571,75,90,45,122.0664
175,132.8571,75,72.3678,45,132.4003
175,132.8571,75,54.7356,45,123.4814
175,132.8571,93.3333,90,0,132.755
175,132.8571,93.3333,67.5,0,130.6669
175,132.8571,93.3333,45,0,139.2645
175,132.8571,93.3333,67.5,3.21E-06,132.9207
175,132.8571,93.3333,68.6329,22.5,159.2779
175,132.8571,93.3333,47.2658,22.5,150.7033
175,132.8571,93.3333,45,1.04E-06,133.1048
175,132.8571,93.3333,72.3678,45,146.5978
175,132.8571,93.3333,54.7356,45,134.706
175,132.8571,111.6667,90,0,142.094
175,132.8571,111.6667,67.5,0,139.5276
175,132.8571,111.6667,45,0,149.2802
175,132.8571,111.6667,67.5,5.47E-06,142.289
175,132.8571,111.6667,68.6329,22.5,173.4745
175,132.8571,111.6667,47.2658,22.5,163.0824
175,132.8571,111.6667,90,45,142.5056
175,132.8571,111.6667,72.3678,45,158.9443
175,132.8571,130,90,0,150.2315
175,132.8571,130,67.5,0,147.1904
175,132.8571,130,67.5,7.18E-07,150.4555
175,132.8571,130,68.6329,22.5,185.8835
175,132.8571,130,47.2658,22.5,173.889
175,132.8571,130,90,45,150.7042
175,132.8571,130,72.3678,45,169.8976
175,132.8571,130,54.7356,45,152.619
175,150,38.3333,90,0,78.004
175,150,38.3333,67.5,0,77.0854
175,150,38.3333,45,0,81.145
175,150,38.3333,67.5,4.16E-06,78.0893
175,150,38.3333,47.2658,22.5,86.5157
175,150,38.3333,45,3.43E-06,78.1825
175,150,38.3333,72.3678,45,83.7523
175,150,38.3333,54.7356,45,78.8116
175,150,56.6667,90,0,93.6036
175,150,56.6667,67.5,0,92.0498
175,150,56.6667,67.5,2.62E-06,93.7325
175,150,56.6667,68.6329,22.5,113.5272
175,150,56.6667,47.2658,22.5,106.6893
175,150,56.6667,90,45,93.877
175,150,56.6667,72.3678,45,103.1884
175,150,56.6667,54.7356,45,94.5099
175,150,75,67.5,0,103.8821
175,150,75,45,0,110.3824
175,150,75,67.5,1.95E-06,106.1963
175,150,75,68.6329,22.5,132.3653
175,150,75,47.2658,22.5,122.8858
175,150,75,45,6.83E-06,106.3869
175,150,75,72.3678,45,119.1396
175,150,75,54.7356,45,106.9739
200,47.1429,38.3333,90,0,124.1979
200,47.1429,38.3333,67.5,0,125.1864
200,47.1429,38.3333,45,0,117.3233
200,47.1429,38.3333,67.5,8.76E-07,123.9588
200,47.1429,38.3333,68.6329,22.5,114.4476
200,47.1429,38.3333,47.2658,22.5,116.1822
200,47.1429,38.3333,45,5.22E-06,123.7236
200,47.1429,38.3333,72.3678,45,119.1348
200,47.1429,38.3333,54.7356,45,120.8267
200,64.2857,38.3333,90,0,123.1779
200,64.2857,38.3333,67.5,0,123.9459
200,64.2857,38.3333,45,0,117.6778
200,64.2857,38.3333,67.5,1.55E-06,123.01
200,64.2857,38.3333,68.6329,22.5,115.1004
200,64.2857,38.3333,47.2658,22.5,116.5337
200,64.2857,38.3333,45,5.82E-06,122.8432
200,64.2857,38.3333,72.3678,45,119.0414
200,64.2857,38.3333,54.7356,45,120.603
200,64.2857,56.6667,90,0,142.8861
200,64.2857,56.6667,67.5,0,143.1901
200,64.2857,56.6667,45,0,141.102
200,64.2857,56.6667,67.5,1.42E-06,142.8354
200,64.2857,56.6667,68.6329,22.5,139.8339
200,64.2857,56.6667,47.2658,22.5,140.4925
200,64.2857,56.6667,45,2.74E-06,142.7839
200,64.2857,56.6667,72.3678,45,141.2498
200,64.2857,56.6667,54.7356,45,142.046
200,81.4286,38.3333,90,0,121.0195
200,81.4286,38.3333,67.5,0,121.5683
200,81.4286,38.3333,45,0,117.0257
200,81.4286,38.3333,67.5,2.58E-06,120.913
200,81.4286,38.3333,68.6329,22.5,114.8753
200,81.4286,38.3333,47.2658,22.5,115.9823
200,81.4286,38.3333,45,5.15E-06,120.8046
200,81.4286,38.3333,72.3678,45,117.9153
200,81.4286,38.3333,54.7356,45,119.2403
200,81.4286,56.6667,90,0,140.8858
200,81.4286,56.6667,67.5,0,140.9575
200,81.4286,56.6667,45,0,140.463
200,81.4286,56.6667,67.5,5.94E-06,140.8751
200,81.4286,56.6667,68.6329,22.5,140.122
200,81.4286,56.6667,47.2658,22.5,140.2886
200,81.4286,56.6667,45,5.38E-06,140.8647
200,81.4286,56.6667,72.3678,45,140.484
200,81.4286,56.6667,54.7356,45,140.6986
200,81.4286,75,90,0,156.0338
200,81.4286,75,67.5,0,155.6071
200,81.4286,75,45,0,158.2476
200,81.4286,75,67.5,4.30E-06,156.086
200,81.4286,75,68.6329,22.5,160.4926
200,81.4286,75,47.2658,22.5,159.4113
200,81.4286,75,45,3.37E-06,156.1398
200,81.4286,75,72.3678,45,158.4686
200,81.4286,75,54.7356,45,157.0261
200,98.5714,38.3333,90,0,117.663
200,98.5714,38.3333,67.5,0,117.9898
200,98.5714,38.3333,45,0,115.2736
200,98.5714,38.3333,67.5,2.81E-06,117.6054
200,98.5714,38.3333,68.6329,22.5,113.7545
200,98.5714,38.3333,47.2658,22.5,114.484
200,98.5714,38.3333,90,45,117.547
200,98.5714,38.3333,72.3678,45,115.7148
200,98.5714,38.3333,54.7356,45,116.6544
200,98.5714,56.6667,90,0,137.5212
200,98.5714,56.6667,67.5,0,137.3587
200,98.5714,56.6667,45,0,138.4834
200,98.5714,56.6667,67.5,1.67E-06,137.543
200,98.5714,56.6667,68.6329,22.5,139.386
200,98.5714,56.6667,47.2658,22.5,138.9673
200,98.5714,56.6667,90,45,137.5654
200,98.5714,56.6667,72.3678,45,138.484
200,98.5714,56.6667,54.7356,45,137.9224
200,98.5714,75,90,0,152.7168
200,98.5714,75,67.5,0,152.0609
200,98.5714,75,45,0,156.1166
200,98.5714,75,67.5,1.57E-06,152.7906
200,98.5714,75,68.6329,22.5,160.1023
200,98.5714,75,47.2658,22.5,158.2656
200,98.5714,75,45,7.33E-06,152.8674
200,98.5714,75,72.3678,45,156.6612
200,98.5714,75,54.7356,45,154.1369
200,98.5714,93.3333,90,0,165.0296
200,98.5714,93.3333,67.5,0,163.8932
200,98.5714,93.3333,45,0,170.3119
200,98.5714,93.3333,67.5,5.10E-06,165.1371
200,98.5714,93.3333,68.6329,22.5,177.4865
200,98.5714,93.3333,47.2658,22.5,174.1854
200,98.5714,93.3333,90,45,165.2516
200,98.5714,93.3333,72.3678,45,171.8932
200,98.5714,93.3333,54.7356,45,167.2563
200,115.7143,38.3333,90,0,112.9622
200,115.7143,38.3333,67.5,0,113.0646
200,115.7143,38.3333,45,0,112.2293
200,115.7143,38.3333,67.5,1.57E-08,112.9462
200,115.7143,38.3333,68.6329,22.5,111.6605
200,115.7143,38.3333,47.2658,22.5,111.9167
200,115.7143,38.3333,90,45,112.9306
200,115.7143,38.3333,72.3678,45,112.3226
200,115.7143,38.3333,54.7356,45,112.6718
200,115.7143,56.6667,90,0,132.6094
200,115.7143,56.6667,67.5,0,132.2113
200,115.7143,56.6667,45,0,134.9189
200,115.7143,56.6667,67.5,2.82E-06,132.6583
200,115.7143,56.6667,68.6329,22.5,137.5211
200,115.7143,56.6667,47.2658,22.5,136.3653
200,115.7143,56.6667,45,7.49E-06,132.7088
200,115.7143,56.6667,72.3678,45,135.098
200,115.7143,56.6667,54.7356,45,133.5047
200,115.7143,75,90,0,147.72
200,115.7143,75,67.5,0,146.8338
200,115.7143,75,45,0,152.2026
200,115.7143,75,67.5,5.44E-06,147.8134
200,115.7143,75,68.6329,22.5,158.4659
200,115.7143,75,47.2658,22.5,155.6853
200,115.7143,75,90,45,147.9102
200,115.7143,75,72.3678,45,153.3354
200,115.7143,75,54.7356,45,149.4486
200,115.7143,93.3333,90,0,160.0071
200,115.7143,93.3333,67.5,0,158.6482
200,115.7143,93.3333,45,0,166.14
200,115.7143,93.3333,67.5,3.63E-06,160.1294
200,115.7143,93.3333,68.6329,22.5,176.0532
200,115.7143,93.3333,47.2658,22.5,171.6485
200,115.7143,93.3333,90,45,160.2604
200,115.7143,93.3333,72.3678,45,168.6405
200,115.7143,93.3333,54.7356,45,162.3828
200,115.7143,111.6667,90,0,170.3612
200,115.7143,111.6667,67.5,0,168.5373
200,115.7143,111.6667,45,0,177.8045
200,115.7143,111.6667,67.5,3.13E-06,170.5054
200,115.7143,111.6667,68.6329,22.5,191.1784
200,115.7143,111.6667,47.2658,22.5,185.2283
200,115.7143,111.6667,45,4.63E-06,170.6613
200,115.7143,111.6667,72.3678,45,181.8708
200,115.7143,111.6667,54.7356,45,173.2772
200,132.8571,38.3333,90,0,106.6393
200,132.8571,38.3333,67.5,0,106.5056
200,132.8571,38.3333,45,0,107.5299
200,132.8571,38.3333,67.5,1.78E-06,106.6572
200,132.8571,38.3333,68.6329,22.5,108.4169
200,132.8571,38.3333,47.2658,22.5,108.0349
200,132.8571,38.3333,90,45,106.6755
200,132.8571,38.3333,72.3678,45,107.4972
200,132.8571,38.3333,54.7356,45,106.9661
200,132.8571,56.6667,90,0,125.8211
200,132.8571,56.6667,67.5,0,125.1753
200,132.8571,56.6667,45,0,129.3315
200,132.8571,56.6667,67.5,1.64E-07,125.8932
200,132.8571,56.6667,68.6329,22.5,134.2973
200,132.8571,56.6667,47.2658,22.5,132.1613
200,132.8571,56.6667,45,5.39E-06,125.9698
200,132.8571,56.6667,72.3678,45,130.033
200,132.8571,56.6667,54.7356,45,127.0667
200,132.8571,75,90,0,140.679
200,132.8571,75,67.5,0,139.5447
200,132.8571,75,45,0,146.0025
200,132.8571,75,67.5,3.62E-06,140.7893
200,132.8571,75,68.6329,22.5,155.3092
200,132.8571,75,47.2658,22.5,151.293
200,132.8571,75,90,45,140.9074
200,132.8571,75,72.3678,45,148.1596
200,132.8571,75,54.7356,45,142.5418
200,132.8571,93.3333,90,0,152.8211
200,132.8571,93.3333,67.5,0,151.2155
200,132.8571,93.3333,45,0,159.5033
200,132.8571,93.3333,67.5,1.03E-06,152.96
200,132.8571,93.3333,68.6329,22.5,172.9716
200,132.8571,93.3333,47.2658,22.5,167.1384
200,132.8571,93.3333,90,45,153.1103
200,132.8571,93.3333,72.3678,45,163.4107
200,132.8571,93.3333,54.7356,45,155.1588
200,132.8571,111.6667,90,0,163.0928
200,132.8571,111.6667,67.5,0,161.0264
200,132.8571,111.6667,45,0,170.8532
200,132.8571,111.6667,67.5,5.29E-06,163.2539
200,132.8571,111.6667,68.6329,22.5,188.1658
200,132.8571,111.6667,47.2658,22.5,180.6469
200,132.8571,111.6667,90,45,163.4299
200,132.8571,111.6667,72.3678,45,176.619
200,132.8571,111.6667,54.7356,45,165.8269
200,132.8571,130,90,0,171.9946
200,132.8571,130,67.5,0,169.4736
200,132.8571,130,45,0,180.6366
200,132.8571,130,67.5,2.81E-06,172.1756
200,132.8571,130,68.6329,22.5,201.463
200,132.8571,130,47.2658,22.5,192.4037
200,132.8571,130,90,45,172.3763
200,132.8571,130,72.3678,45,188.2949
200,150,38.3333,90,0,98.1639
200,150,38.3333,67.5,0,97.771
200,150,38.3333,45,0,100.4845
200,150,38.3333,67.5,4.19E-06,98.2105
200,150,38.3333,47.2658,22.5,102.3329
200,150,38.3333,90,45,98.2596
200,150,38.3333,72.3678,45,100.7653
200,150,38.3333,54.7356,45,98.9317
200,150,56.6667,90,0,116.543
200,150,56.6667,45,0,120.8832
200,150,56.6667,67.5,3.92E-06,116.6385
200,150,56.6667,68.6329,22.5,129.2402
200,150,56.6667,47.2658,22.5,125.7221
200,150,56.6667,45,1.23E-06,116.7406
200,150,56.6667,72.3678,45,122.7215
200,150,56.6667,54.7356,45,117.9133
200,150,93.3333,90,0,142.7598
200,150,93.3333,67.5,0,140.8406
200,150,93.3333,45,0,149.4258
200,150,93.3333,67.5,4.11E-06,142.9188
200,150,93.3333,68.6329,22.5,167.5957
200,150,93.3333,47.2658,22.5,159.8371
200,150,93.3333,45,3.27E-06,143.0955
200,150,93.3333,54.7356,45,144.7947
200,150,111.6667,90,0,152.8314
200,150,111.6667,45,0,160.2687
200,150,111.6667,67.5,2.39E-06,153.0178
200,150,111.6667,68.6329,22.5,182.6919
200,150,111.6667,47.2658,22.5,173.0881
200,150,111.6667,45,2.63E-06,153.2253
200,150,111.6667,72.3678,45,168.587
200,150,111.6667,54.7356,45,155.1089
200,150,130,90,0,161.6007
200,150,130,67.5,0,158.7669
200,150,130,45,0,169.6763
200,150,130,67.5,5.72E-06,161.8144
200,150,130,47.2658,22.5,184.6566
200,150,130,90,45,162.0511
200,150,130,72.3678,45,180.1603
200,150,130,54.7356,45,164.0994
225,47.1429,38.3333,90,0,131.6674
225,47.1429,38.3333,67.5,0,132.9112
